"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HLIT","Harmonic Inc.","8.26","$746.23M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/hlit",
"HONE","HarborOne Bancorp, Inc.","10.61","$966.21M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/hone",
"HAPP","Happiness Biotech Group Limited","4.9","$122.5M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/happ",
"HAFC","Hanmi Financial Corporation","19.63","$611.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hafc",
"HWCPL","Hancock Whitney Corporation","25.54","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpl",
"HWC","Hancock Whitney Corporation","40.61","$3.54B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwc",
"HJLIW","Hancock Jaffe Laboratories, Inc.","0.14","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjliw",
"HJLI","Hancock Jaffe Laboratories, Inc.","0.4953","$8.88M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjli",
"HLNE","Hamilton Lane Incorporated","58","$3.01B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/hlne",
"HALO","Halozyme Therapeutics, Inc.","19.39","$2.84B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/halo",
"HALL","Hallmark Financial Services, Inc.","19.07","$345.61M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hall",
"HNRG","Hallador Energy Company","2.99","$90.44M","n/a","Energy","Coal Mining","https://old.nasdaq.com/symbol/hnrg",
"HLG","Hailiang Education Group Inc.","66.09","$1.7B","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hlg",
"HEES","H&E Equipment Services, Inc.","33","$1.18B","2006","n/a","n/a","https://old.nasdaq.com/symbol/hees",
"GYRO","Gyrodyne , LLC","19.25","$28.54M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/gyro",
"GXGXW","GX Acquisition Corp.","0.78","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxw",
"GXGXU","GX Acquisition Corp.","10.33","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxu",
"GXGX","GX Acquisition Corp.","9.93","$71.37M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgx",
"GWGH","GWG Holdings, Inc","10.4","$343.55M","2014","Finance","Life Insurance","https://old.nasdaq.com/symbol/gwgh",
"GWPH","GW Pharmaceuticals Plc","102.11","$3.16B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gwph",
"GPOR","Gulfport Energy Corporation","2.37","$378.51M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gpor",
"GURE","Gulf Resources, Inc.","0.54","$25.69M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gure",
"GIFI","Gulf Island Fabrication, Inc.","5.44","$83.03M","1997","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gifi",
"GHSI","Guardion Health Sciences, Inc.","0.2121","$10.71M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ghsi",
"GH","Guardant Health, Inc.","77.67","$7.29B","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/gh",
"GFED","Guaranty Federal Bancshares, Inc.","24.5","$107.34M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gfed",
"GNTY","Guaranty Bancshares, Inc.","33.05","$381.13M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/gnty",
"GTYH","GTY Technology Holdings, Inc.","4.93","$257.13M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/gtyh",
"GSIT","GSI Technology, Inc.","7.32","$168.81M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/gsit",
"GVP","GSE Systems, Inc.","1.16","$23.32M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gvp",
"GGAL","Grupo Financiero Galicia S.A.","13.36","$1.91B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ggal",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","53.21","$2.6B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/omab",
"GRWG","GrowGeneration Corp.","4.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grwg",
"GRPN","Groupon, Inc.","2.9","$1.64B","2011","Technology","Advertising","https://old.nasdaq.com/symbol/grpn",
"GO","Grocery Outlet Holding Corp.","33.13","$2.93B","2019","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/go",
"GRTS","Gritstone Oncology, Inc.","8.71","$311.59M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/grts",
"GRIN","Grindrod Shipping Holdings Ltd.","7.1429","$136.17M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/grin",
"GRFS","Grifols, S.A.","22.88","$15.65B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grfs",
"GRIF","Griffin Industrial Realty, Inc.","38.65","$196.06M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/grif",
"GSUM","Gridsum Holding Inc.","2.27","$78.23M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsum",
"GRNVU","GreenVision Acquisition Corp","10.05","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvu",
"GSKY","GreenSky, Inc.","7.44","$1.34B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gsky",
"GRNQ","Greenpro Capital Corp.","0.5601","$30.65M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/grnq",
"GLRE","Greenlight Reinsurance, Ltd.","10.44","$386.22M","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/glre",
"GNLN","Greenlane Holdings, Inc.","3.39","$142.09M","2019","Capital Goods","Recreational Products/Toys","https://old.nasdaq.com/symbol/gnln",
"GTEC","Greenland Technologies Holding Corporation","6.91","$95.01M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gtec",
"GCBC","Greene County Bancorp, Inc.","28.92","$246.89M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/gcbc",
"GPRE","Green Plains, Inc.","15.25","$548.32M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpre",
"GPP","Green Plains Partners LP","13.45","$311.51M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpp",
"GRBK","Green Brick Partners, Inc.","11.41","$576.07M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/grbk",
"GSBC","Great Southern Bancorp, Inc.","61.03","$868.9M","1989","Finance","Major Banks","https://old.nasdaq.com/symbol/gsbc",
"GLDD","Great Lakes Dredge & Dock Corporation","10.68","$682.67M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gldd",
"GEC","Great Elm Capital Group, Inc. ","3.22","$81.73M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gec",
"GECCN","Great Elm Capital Corp.","25.1446","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccn",
"GECCM","Great Elm Capital Corp.","25.7054","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccm",
"GECCL","Great Elm Capital Corp.","25.405","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccl",
"GECC","Great Elm Capital Corp.","7.86","$79.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gecc",
"GRVY","GRAVITY Co., Ltd.","38.77","$269.41M","2005","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grvy",
"LOPE","Grand Canyon Education, Inc.","85.19","$4.11B","2008","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lope",
"GOSS","Gossamer Bio, Inc.","25.5","$1.68B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/goss",
"GMHIW","Gores Metropoulos, Inc.","1.33","$8.87M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiw",
"GMHIU","Gores Metropoulos, Inc.","10.6","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiu",
"GMHI","Gores Metropoulos, Inc.","10.12","$506M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhi",
"GRSHW","Gores Holdings III, Inc.","1.4","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/grshw",
"GRSHU","Gores Holdings III, Inc.","10.65","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/grshu",
"GRSH","Gores Holdings III, Inc.","10.18","$509M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/grsh",
"GPAQW","Gordon Pointe Acquisition Corp.","0.34","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaqw",
"GPAQU","Gordon Pointe Acquisition Corp.","10.72","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaqu",
"GPAQ","Gordon Pointe Acquisition Corp.","10.52","$149.16M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaq",
"GPRO","GoPro, Inc.","4.04","$629.25M","2014","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gpro",
"GSHD","Goosehead Insurance, Inc.","40.52","$1.47B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/gshd",
"GBLK","GoodBulk Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gblk",
"GTIM","Good Times Restaurants Inc.","1.64","$20.57M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gtim",
"GBDC","Golub Capital BDC, Inc.","18.36","$2.43B","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbdc",
"GOGL","Golden Ocean Group Limited","6.03","$862.43M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gogl",
"GDEN","Golden Entertainment, Inc.","18.12","$503.77M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/gden",
"DNJR","GOLDEN BULL LIMITED","0.3996","$6.15M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dnjr",
"GMLPP","Golar LNG Partners LP","25.49","$140.7M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlpp",
"GMLP","Golar LNG Partners LP","9.51","$674.18M","2011","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlp",
"GLNG","Golar LNG Limited","13.02","$1.32B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glng",
"GOGO","Gogo Inc.","5.06","$446.08M","2013","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gogo",
"GLYC","GlycoMimetics, Inc.","5.88","$254.96M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glyc",
"GLUU","Glu Mobile Inc.","5.53","$806.2M","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/gluu",
"GLBS","Globus Maritime Limited","1.3941","$6.06M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/glbs",
"YLCO","Global X YieldCo & Renewable Energy Income ETF","14","$27.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylco",
"HERO","Global X Video Games & Esports ETF","15.7984","$1.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hero",
"GXTG","Global X Thematic Growth ETF","26.66","$2.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gxtg",
"SRET","Global X SuperDividend REIT ETF","15.3222","$399.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sret",
"ALTY","Global X SuperDividend Alternatives ETF","14.725","$27.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alty",
"SOCL","Global X Social Media ETF","33.21","$124.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/socl",
"CATH","Global X S&P 500 Catholic Values ETF","38.666","$295.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cath",
"BOTZ","Global X Robotics & Artificial Intelligence ETF","21.45","$1.48B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/botz",
"QYLD","Global X NASDAQ-100 Covered Call ETF","23.39","$835.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qyld",
"EFAS","Global X MSCI SuperDividend EAFE ETF","15.87","$15.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/efas",
"MILN","Global X Millennials Thematic ETF","25.5544","$75.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/miln",
"LNGR","Global X Longevity Thematic ETF","23.73","$23.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lngr",
"SNSR","Global X Internet of Things ETF","22.9809","$131.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snsr",
"BFIT","Global X Health & Wellness Thematic ETF","21.24","$20.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfit",
"GNOM","Global X Genomics & Biotechnology ETF","15.655","$18.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnom",
"AIQ","Global X Future Analytics Tech ETF","17.3119","$44.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aiq",
"CHIC","Global X Funds Global X MSCI China Communication Services ETF","22.605","$22.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chic",
"FINX","Global X FinTech ETF","30.5319","$413.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/finx",
"EBIZ","Global X E-commerce ETF","17.91","$4.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ebiz",
"DAX","Global X DAX Germany ETF","27.7","$16.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dax",
"BUG","Global X Cybersecurity ETF","17.2493","$1.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bug",
"KRMA","Global X Conscious Companies ETF","23.2093","$85.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/krma",
"CLOU","Global X Cloud Computing ETF","15.96","$473.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clou",
"POTX","Global X Cannabis ETF","15.3601","$4.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/potx",
"DRIV","Global X Autonomous & Electric Vehicles ETF","14.14","$15.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/driv",
"GWRS","Global Water Resources, Inc.","13.47","$290.1M","2016","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/gwrs",
"SELF","Global Self Storage, Inc.","4.26","$32.93M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/self",
"GBLIZ","Global Indemnity Limited","25.61","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbliz",
"GBLIL","Global Indemnity Limited","26.49","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gblil",
"GBLI","Global Indemnity Limited","28.77","$291.97M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbli",
"ENT","Global Eagle Entertainment Inc.","0.4786","$44.44M","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ent",
"GBT","Global Blood Therapeutics, Inc.","66.5","$4.01B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gbt",
"GLBZ","Glen Burnie Bancorp","11","$31.07M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/glbz",
"LANDP","Gladstone Land Corporation","26.25","$30.19M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/landp",
"LAND","Gladstone Land Corporation","12.68","$265.48M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/land",
"GAINM","Gladstone Investment Corporation","25.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainm",
"GAINL","Gladstone Investment Corporation","26.154","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainl",
"GAIN","Gladstone Investment Corporation","14.82","$486.43M","2005","n/a","n/a","https://old.nasdaq.com/symbol/gain",
"GOODN","Gladstone Commercial Corporation","26.1806","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodn",
"GOODM","Gladstone Commercial Corporation","25.99","$91.21M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodm",
"GOOD","Gladstone Commercial Corporation","22.78","$711.4M","2003","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/good",
"GLADL","Gladstone Capital Corporation","25.83","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladl",
"GLADD","Gladstone Capital Corporation","26.1449","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladd",
"GLAD","Gladstone Capital Corporation","10.41","$315.9M","2001","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/glad",
"GBCI","Glacier Bancorp, Inc.","43.85","$4.04B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gbci",
"GILD","Gilead Sciences, Inc.","67.24","$85.07B","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gild",
"GILT","Gilat Satellite Networks Ltd.","8.39","$465.15M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/gilt",
"GIII","G-III Apparel Group, LTD.","29.6","$1.41B","1989","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/giii",
"GIGM","GigaMedia Limited","2.5","$27.63M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gigm",
"ROCK","Gibraltar Industries, Inc.","52.22","$1.69B","1993","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/rock",
"GEVO","Gevo, Inc.","2.29","$30.74M","2011","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gevo",
"GERN","Geron Corporation","1.43","$285.68M","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gern",
"GABC","German American Bancorp, Inc.","33.7","$898.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gabc",
